schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,collectedAt
1.0,STARTUP,AI Ecosystem Directory,https://github.com/trycompai,trycompai,20,2026-09-03T10:26:16.381988Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/lovstudio,lovstudio,20,2026-09-03T10:26:16.381990Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/OSCC-Project,OSCC-Project,20,2026-09-03T10:26:16.381993Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/alphanome-ai,alphanome-ai,20,2026-09-03T10:26:16.381996Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/krafton-ai,krafton-ai,20,2026-09-03T10:26:16.381999Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/snorkel-ai,snorkel-ai,20,2026-09-03T10:26:16.382002Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/malaysia-ai,malaysia-ai,20,2026-09-03T10:26:16.382005Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/tinkoff-ai,tinkoff-ai,20,2026-09-03T10:26:16.382008Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/meshy-dev,meshy-dev,20,2026-09-03T10:26:16.382011Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/nullclaw,nullclaw,20,2026-09-03T10:26:16.382013Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/maritaca-ai,maritaca-ai,20,2026-09-03T10:26:16.382016Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/aidecentralized,aidecentralized,20,2026-09-03T10:26:16.382019Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/linto-ai,linto-ai,20,2026-09-03T10:26:16.382022Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/NexaAI,NexaAI,20,2026-09-03T10:26:18.759855Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/ScrapeGraphAI,ScrapeGraphAI,20,2026-09-03T10:26:18.759869Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/veniceai,veniceai,20,2026-09-03T10:26:18.759874Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/eigent-ai,eigent-ai,20,2026-09-03T10:26:18.759877Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/langgptai,langgptai,20,2026-09-03T10:26:18.759880Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/LykosAI,LykosAI,20,2026-09-03T10:26:18.759882Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/Integuru-AI,Integuru-AI,20,2026-09-03T10:26:18.759885Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/cheshire-cat-ai,cheshire-cat-ai,20,2026-09-03T10:26:18.759888Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/AstrBotDevs,AstrBotDevs,20,2026-09-03T10:26:18.759891Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/GeminiGenAI,GeminiGenAI,20,2026-09-03T10:26:18.759894Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/decodingai-magazine,decodingai-magazine,20,2026-09-03T10:26:18.759897Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/sinaptik-ai,sinaptik-ai,20,2026-09-03T10:26:18.759899Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/KudoAI,KudoAI,20,2026-09-03T10:26:18.759902Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/zylos-ai,zylos-ai,20,2026-09-03T10:26:18.759905Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/buildwithflux,buildwithflux,20,2026-09-03T10:26:18.759908Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/hao-ai-lab,hao-ai-lab,20,2026-09-03T10:26:18.759911Z
1.0,STARTUP,AI Ecosystem Directory,https://github.com/gofireflyio,gofireflyio,20,2026-09-03T10:26:18.759913Z
