schemaVersion,recordType,source.name,source.url,content.startupName,content.pricingModel,collectedAt
1.0,PRODUCT,AI Product Index,https://github.com/nageoffer/ragent,nageoffer,FREE,2026-09-03T10:29:46.897679Z
1.0,PRODUCT,AI Product Index,https://github.com/dongrixinyu/JioNLP,dongrixinyu,PAID,2026-09-03T10:29:46.897690Z
1.0,PRODUCT,AI Product Index,https://github.com/basicmachines-co/basic-memory,basicmachines-co,PAID,2026-09-03T10:29:46.897698Z
1.0,PRODUCT,AI Product Index,https://github.com/Chevey339/kelivo,Chevey339,FREE,2026-09-03T10:29:46.897708Z
1.0,PRODUCT,AI Product Index,https://github.com/didi/xiaoju-survey,didi,ENTERPRISE,2026-09-03T10:29:46.897714Z
1.0,PRODUCT,AI Product Index,https://github.com/eosphoros-ai/Awesome-Text2SQL,eosphoros-ai,FREE,2026-09-03T10:29:46.897726Z
1.0,PRODUCT,AI Product Index,https://github.com/shobrook/adrenaline,shobrook,FREE,2026-09-03T10:29:46.897734Z
1.0,PRODUCT,AI Product Index,https://github.com/EverMind-AI/Raven,EverMind-AI,FREE,2026-09-03T10:29:46.897744Z
1.0,PRODUCT,AI Product Index,https://github.com/yvgude/lean-ctx,yvgude,PAID,2026-09-03T10:29:46.897762Z
1.0,PRODUCT,AI Product Index,https://github.com/hemansnation/AI-Engineer-Headquarters,hemansnation,PAID,2026-09-03T10:29:46.897771Z
1.0,PRODUCT,AI Product Index,https://github.com/Dataherald/dataherald,Dataherald,FREE,2026-09-03T10:29:46.897780Z
1.0,PRODUCT,AI Product Index,https://github.com/sligter/LandPPT,sligter,FREE,2026-09-03T10:29:46.897792Z
1.0,PRODUCT,AI Product Index,https://github.com/Windy3f3f3f3f/how-claude-code-works,Windy3f3f3f3f,FREE,2026-09-03T10:29:46.897809Z
1.0,PRODUCT,AI Product Index,https://github.com/SenteLabsAI/OpenExecutive,SenteLabsAI,FREE,2026-09-03T10:29:46.897821Z
1.0,PRODUCT,AI Product Index,https://github.com/langwatch/langwatch,langwatch,FREE,2026-09-03T10:29:46.897831Z
1.0,PRODUCT,AI Product Index,https://github.com/HanaokaYuzu/Gemini-API,HanaokaYuzu,FREE,2026-09-03T10:29:46.897842Z
1.0,PRODUCT,AI Product Index,https://github.com/bytebase/dbhub,bytebase,FREE,2026-09-03T10:29:46.897852Z
1.0,PRODUCT,AI Product Index,https://github.com/codefuse-ai/Awesome-Code-LLM,codefuse-ai,FREE,2026-09-03T10:29:46.897861Z
1.0,PRODUCT,AI Product Index,https://github.com/synthetic-sciences/openscience,synthetic-sciences,FREE,2026-09-03T10:29:46.897869Z
1.0,PRODUCT,AI Product Index,https://github.com/i-am-bee/beeai-framework,i-am-bee,PAID,2026-09-03T10:29:46.897876Z
1.0,PRODUCT,AI Product Index,https://github.com/spinabot/brigade,spinabot,ENTERPRISE,2026-09-03T10:29:46.897884Z
1.0,PRODUCT,AI Product Index,https://github.com/Intelligent-Internet/ii-agent,Intelligent-Internet,FREE,2026-09-03T10:29:46.897894Z
1.0,PRODUCT,AI Product Index,https://github.com/Mesh-LLM/mesh-llm,Mesh-LLM,FREE,2026-09-03T10:29:46.897908Z
1.0,PRODUCT,AI Product Index,https://github.com/johnbean393/Sidekick,johnbean393,FREE,2026-09-03T10:29:46.897919Z
1.0,PRODUCT,AI Product Index,https://github.com/fuxicodex/Fuxi,fuxicodex,PAID,2026-09-03T10:29:46.897930Z
1.0,PRODUCT,AI Product Index,https://github.com/pezzolabs/pezzo,pezzolabs,PAID,2026-09-03T10:29:46.897942Z
1.0,PRODUCT,AI Product Index,https://github.com/neomjs/neo,neomjs,PAID,2026-09-03T10:29:46.897950Z
1.0,PRODUCT,AI Product Index,https://github.com/noahshinn/reflexion,noahshinn,FREE,2026-09-03T10:29:46.897959Z
1.0,PRODUCT,AI Product Index,https://github.com/langchain-ai/langgraphjs,langchain-ai,FREE,2026-09-03T10:29:46.897967Z
1.0,PRODUCT,AI Product Index,https://github.com/taishi-i/awesome-ChatGPT-repositories,taishi-i,FREE,2026-09-03T10:29:46.897977Z
1.0,PRODUCT,AI Product Index,https://github.com/Josh-XT/AGiXT,Josh-XT,PAID,2026-09-03T10:29:46.897986Z
1.0,PRODUCT,AI Product Index,https://github.com/MemMachine/MemMachine,MemMachine,PAID,2026-09-03T10:29:46.897994Z
1.0,PRODUCT,AI Product Index,https://github.com/SilasMarvin/lsp-ai,SilasMarvin,FREE,2026-09-03T10:29:46.898003Z
1.0,PRODUCT,AI Product Index,https://github.com/av/harbor,av,FREE,2026-09-03T10:29:46.898012Z
1.0,PRODUCT,AI Product Index,https://github.com/taylorwilsdon/google_workspace_mcp,taylorwilsdon,FREE,2026-09-03T10:29:46.898022Z
1.0,PRODUCT,AI Product Index,https://github.com/blazickjp/arxiv-mcp-server,blazickjp,FREE,2026-09-03T10:29:46.898031Z
1.0,PRODUCT,AI Product Index,https://github.com/cheshire-cat-ai/core,cheshire-cat-ai,FREE,2026-09-03T10:29:46.898042Z
1.0,PRODUCT,AI Product Index,https://github.com/TanStack/ai,TanStack,PAID,2026-09-03T10:29:46.898052Z
1.0,PRODUCT,AI Product Index,https://github.com/GH05TCREW/pentestagent,GH05TCREW,FREE,2026-09-03T10:29:46.898062Z
1.0,PRODUCT,AI Product Index,https://github.com/pinecone-io/examples,pinecone-io,FREE,2026-09-03T10:29:46.898071Z
1.0,PRODUCT,AI Product Index,https://github.com/SharpAI/DeepCamera,SharpAI,FREE,2026-09-03T10:29:46.898086Z
1.0,PRODUCT,AI Product Index,https://github.com/containers/ramalama,containers,PAID,2026-09-03T10:29:46.898094Z
1.0,PRODUCT,AI Product Index,https://github.com/ombharatiya/ai-system-design-guide,ombharatiya,PAID,2026-09-03T10:29:46.898101Z
1.0,PRODUCT,AI Product Index,https://github.com/Simon-He95/markstream-vue,Simon-He95,FREE,2026-09-03T10:29:46.898111Z
1.0,PRODUCT,AI Product Index,https://github.com/vercel-labs/opensrc,vercel-labs,FREE,2026-09-03T10:29:46.898120Z
1.0,PRODUCT,AI Product Index,https://github.com/amitshekhariitbhu/ai-engineering-interview-questions,amitshekhariitbhu,FREE,2026-09-03T10:29:46.898130Z
1.0,PRODUCT,AI Product Index,https://github.com/gmpetrov/databerry,gmpetrov,FREE,2026-09-03T10:29:46.898139Z
1.0,PRODUCT,AI Product Index,https://github.com/ahujasid/ableton-mcp,ahujasid,FREE,2026-09-03T10:29:46.898148Z
1.0,PRODUCT,AI Product Index,https://github.com/supabase-community/database-build,supabase-community,FREE,2026-09-03T10:29:46.898157Z
1.0,PRODUCT,AI Product Index,https://github.com/sherlockchou86/VideoPipe,sherlockchou86,FREE,2026-09-03T10:29:46.898166Z
1.0,PRODUCT,AI Product Index,https://github.com/ax-llm/ax,ax-llm,FREE,2026-09-03T10:29:46.898175Z
1.0,PRODUCT,AI Product Index,https://github.com/OpenPipe/OpenPipe,OpenPipe,PAID,2026-09-03T10:29:46.898182Z
1.0,PRODUCT,AI Product Index,https://github.com/rafska/awesome-local-llm,rafska,FREE,2026-09-03T10:29:46.898191Z
1.0,PRODUCT,AI Product Index,https://github.com/protectai/vulnhuntr,protectai,FREE,2026-09-03T10:29:46.898199Z
1.0,PRODUCT,AI Product Index,https://github.com/wquguru/nof0,wquguru,FREE,2026-09-03T10:29:46.898207Z
1.0,PRODUCT,AI Product Index,https://github.com/zinja-coder/jadx-ai-mcp,zinja-coder,FREE,2026-09-03T10:29:46.898215Z
1.0,PRODUCT,AI Product Index,https://github.com/devflowinc/trieve,devflowinc,FREE,2026-09-03T10:29:46.898224Z
1.0,PRODUCT,AI Product Index,https://github.com/automata/aicodeguide,automata,FREE,2026-09-03T10:29:46.898247Z
1.0,PRODUCT,AI Product Index,https://github.com/wanikua/danghuangshang,wanikua,FREE,2026-09-03T10:29:46.898262Z
1.0,PRODUCT,AI Product Index,https://github.com/jeremylongshore/tons-of-skills-marketplace,jeremylongshore,FREE,2026-09-03T10:29:46.898271Z
1.0,PRODUCT,AI Product Index,https://github.com/nicepkg/aide,nicepkg,PAID,2026-09-03T10:29:46.898281Z
1.0,PRODUCT,AI Product Index,https://github.com/georgia-tech-db/evadb,georgia-tech-db,FREE,2026-09-03T10:29:46.898290Z
1.0,PRODUCT,AI Product Index,https://github.com/icereed/paperless-gpt,icereed,FREE,2026-09-03T10:29:46.898299Z
1.0,PRODUCT,AI Product Index,https://github.com/InterviewReady/ai-engineering-resources,InterviewReady,FREE,2026-09-03T10:29:46.898308Z
1.0,PRODUCT,AI Product Index,https://github.com/Windy3f3f3f3f/claude-code-from-scratch,Windy3f3f3f3f,FREE,2026-09-03T10:29:46.898321Z
1.0,PRODUCT,AI Product Index,https://github.com/FB208/OpenBidKit_Yibiao,FB208,FREE,2026-09-03T10:29:46.898331Z
1.0,PRODUCT,AI Product Index,https://github.com/lealone/Lealone,lealone,FREE,2026-09-03T10:29:46.898339Z
1.0,PRODUCT,AI Product Index,https://github.com/BAAI-Agents/Cradle,BAAI-Agents,PAID,2026-09-03T10:29:46.898347Z
1.0,PRODUCT,AI Product Index,https://github.com/griptape-ai/griptape,griptape-ai,FREE,2026-09-03T10:29:46.898356Z
1.0,PRODUCT,AI Product Index,https://github.com/athina-ai/rag-cookbooks,athina-ai,FREE,2026-09-03T10:29:46.898366Z
1.0,PRODUCT,AI Product Index,https://github.com/kayba-ai/agentic-context-engine,kayba-ai,FREE,2026-09-03T10:29:46.898377Z
1.0,PRODUCT,AI Product Index,https://github.com/oritera/Cairn,oritera,FREE,2026-09-03T10:29:46.898386Z
1.0,PRODUCT,AI Product Index,https://github.com/Agent-Field/agentfield,Agent-Field,FREE,2026-09-03T10:29:46.898395Z
1.0,PRODUCT,AI Product Index,https://github.com/darrenburns/elia,darrenburns,FREE,2026-09-03T10:29:46.898404Z
1.0,PRODUCT,AI Product Index,https://github.com/mohsen1/yek,mohsen1,FREE,2026-09-03T10:29:46.898412Z
1.0,PRODUCT,AI Product Index,https://github.com/lobehub/lobe-icons,lobehub,FREE,2026-09-03T10:29:46.898425Z
1.0,PRODUCT,AI Product Index,https://github.com/paulpierre/RasaGPT,paulpierre,FREE,2026-09-03T10:29:46.898438Z
1.0,PRODUCT,AI Product Index,https://github.com/Zleap-AI/SAG,Zleap-AI,FREE,2026-09-03T10:29:46.898450Z
1.0,PRODUCT,AI Product Index,https://github.com/UnicomAI/wanwu,UnicomAI,ENTERPRISE,2026-09-03T10:29:46.898457Z
1.0,PRODUCT,AI Product Index,https://github.com/Nano-Collective/nanocoder,Nano-Collective,FREE,2026-09-03T10:29:46.898467Z
1.0,PRODUCT,AI Product Index,https://github.com/theJayTea/WritingTools,theJayTea,FREE,2026-09-03T10:29:46.898477Z
1.0,PRODUCT,AI Product Index,https://github.com/lmnr-ai/index,lmnr-ai,FREE,2026-09-03T10:29:46.898486Z
1.0,PRODUCT,AI Product Index,https://github.com/prism-php/prism,prism-php,FREE,2026-09-03T10:29:46.898495Z
1.0,PRODUCT,AI Product Index,https://github.com/Natively-AI-assistant/natively-cluely-ai-assistant,Natively-AI-assistant,PAID,2026-09-03T10:29:46.898509Z
1.0,PRODUCT,AI Product Index,https://github.com/jackmpcollins/magentic,jackmpcollins,FREE,2026-09-03T10:29:46.898517Z
1.0,PRODUCT,AI Product Index,https://github.com/e2b-dev/code-interpreter,e2b-dev,FREE,2026-09-03T10:29:46.898526Z
1.0,PRODUCT,AI Product Index,https://github.com/DeepInsight-AI/DeepBI,DeepInsight-AI,FREE,2026-09-03T10:29:46.898535Z
1.0,PRODUCT,AI Product Index,https://github.com/dot-agent/nextpy,dot-agent,FREE,2026-09-03T10:29:46.898545Z
1.0,PRODUCT,AI Product Index,https://github.com/agentuniverse-ai/agentUniverse,agentuniverse-ai,FREE,2026-09-03T10:29:46.898554Z
1.0,PRODUCT,AI Product Index,https://github.com/instill-ai/instill-core,instill-ai,FREE,2026-09-03T10:29:51.901995Z
1.0,PRODUCT,AI Product Index,https://github.com/codedogQBY/ReadAny,codedogQBY,FREE,2026-09-03T10:29:51.902014Z
1.0,PRODUCT,AI Product Index,https://github.com/jwadow/kiro-gateway,jwadow,PAID,2026-09-03T10:29:51.902024Z
1.0,PRODUCT,AI Product Index,https://github.com/google/generative-ai-docs,google,FREE,2026-09-03T10:29:51.902031Z
1.0,PRODUCT,AI Product Index,https://github.com/datapizza-labs/datapizza-ai,datapizza-labs,FREE,2026-09-03T10:29:51.902041Z
1.0,PRODUCT,AI Product Index,https://github.com/e2b-dev/open-computer-use,e2b-dev,FREE,2026-09-03T10:29:51.902048Z
1.0,PRODUCT,AI Product Index,https://github.com/floneum/kalosm,floneum,FREE,2026-09-03T10:29:51.902055Z
1.0,PRODUCT,AI Product Index,https://github.com/iamzhihuix/skills-manage,iamzhihuix,FREE,2026-09-03T10:29:51.902063Z
1.0,PRODUCT,AI Product Index,https://github.com/datawhalechina/hello-claw,datawhalechina,FREE,2026-09-03T10:29:51.902074Z
1.0,PRODUCT,AI Product Index,https://github.com/kubeflow/trainer,kubeflow,FREE,2026-09-03T10:29:51.902083Z
1.0,PRODUCT,AI Product Index,https://github.com/zebbern/no-cost-ai,zebbern,FREE,2026-09-03T10:29:51.902090Z
1.0,PRODUCT,AI Product Index,https://github.com/mozilla-ai/any-llm,mozilla-ai,PAID,2026-09-03T10:29:51.902096Z
1.0,PRODUCT,AI Product Index,https://github.com/samchon/nestia,samchon,FREE,2026-09-03T10:29:51.902102Z
1.0,PRODUCT,AI Product Index,https://github.com/withcatai/node-llama-cpp,withcatai,FREE,2026-09-03T10:29:51.902110Z
1.0,PRODUCT,AI Product Index,https://github.com/YiVal/YiVal,YiVal,PAID,2026-09-03T10:29:51.902115Z
1.0,PRODUCT,AI Product Index,https://github.com/neuron-core/neuron-ai,neuron-core,PAID,2026-09-03T10:29:51.902121Z
1.0,PRODUCT,AI Product Index,https://github.com/microsoft/aici,microsoft,PAID,2026-09-03T10:29:51.902126Z
1.0,PRODUCT,AI Product Index,https://github.com/travisvn/openai-edge-tts,travisvn,FREE,2026-09-03T10:29:51.902133Z
1.0,PRODUCT,AI Product Index,https://github.com/zhimaAi/chatwiki,zhimaAi,FREE,2026-09-03T10:29:51.902143Z
1.0,PRODUCT,AI Product Index,https://github.com/4thfever/cultivation-world-simulator,4thfever,FREE,2026-09-03T10:29:51.902154Z
1.0,PRODUCT,AI Product Index,https://github.com/fiatrete/OpenDAN-Personal-AI-OS,fiatrete,FREE,2026-09-03T10:29:51.902161Z
1.0,PRODUCT,AI Product Index,https://github.com/superglue-ai/superglue,superglue-ai,ENTERPRISE,2026-09-03T10:29:51.902166Z
1.0,PRODUCT,AI Product Index,https://github.com/lxe/simple-llm-finetuner,lxe,FREE,2026-09-03T10:29:51.902173Z
1.0,PRODUCT,AI Product Index,https://github.com/nottelabs/notte,nottelabs,FREEMIUM,2026-09-03T10:29:51.902180Z
1.0,PRODUCT,AI Product Index,https://github.com/shcherbak-ai/contextgem,shcherbak-ai,FREE,2026-09-03T10:29:51.902187Z
1.0,PRODUCT,AI Product Index,https://github.com/envoyproxy/ai-gateway,envoyproxy,FREE,2026-09-03T10:29:51.902194Z
1.0,PRODUCT,AI Product Index,https://github.com/vonzosten/awesome-LangGraph,vonzosten,PAID,2026-09-03T10:29:51.902200Z
1.0,PRODUCT,AI Product Index,https://github.com/Andrew-Jang/RAGHub,Andrew-Jang,PAID,2026-09-03T10:29:51.902206Z
1.0,PRODUCT,AI Product Index,https://github.com/aws/amazon-q-developer-cli,aws,FREE,2026-09-03T10:29:51.902216Z
1.0,PRODUCT,AI Product Index,https://github.com/akdeb/ElatoAI,akdeb,FREE,2026-09-03T10:29:51.902223Z
1.0,PRODUCT,AI Product Index,https://github.com/nhaouari/obsidian-textgenerator-plugin,nhaouari,PAID,2026-09-03T10:29:51.902229Z
1.0,PRODUCT,AI Product Index,https://github.com/Prism-Shadow/penguin-harness,Prism-Shadow,FREE,2026-09-03T10:29:51.902238Z
1.0,PRODUCT,AI Product Index,https://github.com/sierra-research/tau2-bench,sierra-research,FREE,2026-09-03T10:29:51.902248Z
1.0,PRODUCT,AI Product Index,https://github.com/Javis603/token-monitor,Javis603,FREE,2026-09-03T10:29:51.902261Z
1.0,PRODUCT,AI Product Index,https://github.com/voocel/ainovel-cli,voocel,FREE,2026-09-03T10:29:51.902267Z
1.0,PRODUCT,AI Product Index,https://github.com/kevinhermawan/Ollamac,kevinhermawan,FREE,2026-09-03T10:29:51.902274Z
1.0,PRODUCT,AI Product Index,https://github.com/szczyglis-dev/py-gpt,szczyglis-dev,FREE,2026-09-03T10:29:51.902283Z
1.0,PRODUCT,AI Product Index,https://github.com/marella/ctransformers,marella,FREE,2026-09-03T10:29:51.902290Z
1.0,PRODUCT,AI Product Index,https://github.com/BidingCC/BuildingAI,BidingCC,FREE,2026-09-03T10:29:51.902299Z
1.0,PRODUCT,AI Product Index,https://github.com/nndeploy/nndeploy,nndeploy,FREE,2026-09-03T10:29:51.902308Z
1.0,PRODUCT,AI Product Index,https://github.com/MicrosoftDocs/mcp,MicrosoftDocs,FREE,2026-09-03T10:29:51.902319Z
1.0,PRODUCT,AI Product Index,https://github.com/sammcj/gollama,sammcj,FREE,2026-09-03T10:29:51.902326Z
1.0,PRODUCT,AI Product Index,https://github.com/abinthomasonline/repo2txt,abinthomasonline,FREE,2026-09-03T10:29:51.902334Z
1.0,PRODUCT,AI Product Index,https://github.com/sunmh207/AI-Codereview-Gitlab,sunmh207,FREE,2026-09-03T10:29:51.902342Z
1.0,PRODUCT,AI Product Index,https://github.com/NitroRCr/AIaW,NitroRCr,FREEMIUM,2026-09-03T10:29:51.902354Z
1.0,PRODUCT,AI Product Index,https://github.com/XiaomingX/indie-hacker-tools-plus,XiaomingX,PAID,2026-09-03T10:29:51.902365Z
1.0,PRODUCT,AI Product Index,https://github.com/xenodium/agent-shell,xenodium,FREE,2026-09-03T10:29:51.902372Z
1.0,PRODUCT,AI Product Index,https://github.com/tuya/TuyaOpen,tuya,FREE,2026-09-03T10:29:51.902381Z
1.0,PRODUCT,AI Product Index,https://github.com/undertheseanlp/underthesea,undertheseanlp,FREE,2026-09-03T10:29:51.902388Z
1.0,PRODUCT,AI Product Index,https://github.com/zi-yue-1129/DATAGEN,zi-yue-1129,FREE,2026-09-03T10:29:51.902395Z
1.0,PRODUCT,AI Product Index,https://github.com/stripe/ai,stripe,PAID,2026-09-03T10:29:51.902401Z
1.0,PRODUCT,AI Product Index,https://github.com/julien040/anyquery,julien040,FREE,2026-09-03T10:29:51.902409Z
1.0,PRODUCT,AI Product Index,https://github.com/delibae/claude-prism,delibae,FREE,2026-09-03T10:29:51.902417Z
1.0,PRODUCT,AI Product Index,https://github.com/mylxsw/aidea-server,mylxsw,FREE,2026-09-03T10:29:51.902428Z
1.0,PRODUCT,AI Product Index,https://github.com/trpc-group/trpc-agent-go,trpc-group,PAID,2026-09-03T10:29:51.902433Z
1.0,PRODUCT,AI Product Index,https://github.com/wwbin2017/bailing,wwbin2017,FREE,2026-09-03T10:29:51.902442Z
1.0,PRODUCT,AI Product Index,https://github.com/Cormanz/smartgpt,Cormanz,PAID,2026-09-03T10:29:51.902447Z
1.0,PRODUCT,AI Product Index,https://github.com/zhaoyang97/Paper-Notes,zhaoyang97,FREE,2026-09-03T10:29:51.902456Z
1.0,PRODUCT,AI Product Index,https://github.com/google/adk-java,google,FREE,2026-09-03T10:29:51.902464Z
1.0,PRODUCT,AI Product Index,https://github.com/Alisa0808/vox-director,Alisa0808,FREEMIUM,2026-09-03T10:29:51.902474Z
1.0,PRODUCT,AI Product Index,https://github.com/undreamai/LLMUnity,undreamai,FREE,2026-09-03T10:29:51.902482Z
1.0,PRODUCT,AI Product Index,https://github.com/kubeflow/katib,kubeflow,FREE,2026-09-03T10:29:51.902490Z
1.0,PRODUCT,AI Product Index,https://github.com/kyleskom/NBA-Machine-Learning-Sports-Betting,kyleskom,FREE,2026-09-03T10:29:51.902497Z
1.0,PRODUCT,AI Product Index,https://github.com/MorDavid/BruteForceAI,MorDavid,FREE,2026-09-03T10:29:51.902504Z
1.0,PRODUCT,AI Product Index,https://github.com/trymirai/uzu,trymirai,FREE,2026-09-03T10:29:51.902511Z
1.0,PRODUCT,AI Product Index,https://github.com/steven-jianhao-li/zotero-AI-Butler,steven-jianhao-li,FREE,2026-09-03T10:29:51.902519Z
1.0,PRODUCT,AI Product Index,https://github.com/intentee/paddler,intentee,PAID,2026-09-03T10:29:51.902530Z
1.0,PRODUCT,AI Product Index,https://github.com/tenstorrent/tt-metal,tenstorrent,PAID,2026-09-03T10:29:51.902536Z
1.0,PRODUCT,AI Product Index,https://github.com/kwaroran/Risuai,kwaroran,FREE,2026-09-03T10:29:51.902543Z
1.0,PRODUCT,AI Product Index,https://github.com/Gitlawb/zero,Gitlawb,FREE,2026-09-03T10:29:51.902549Z
1.0,PRODUCT,AI Product Index,https://github.com/fetchai/uAgents,fetchai,FREE,2026-09-03T10:29:51.902556Z
1.0,PRODUCT,AI Product Index,https://github.com/legeling/PromptHub,legeling,PAID,2026-09-03T10:29:51.902566Z
1.0,PRODUCT,AI Product Index,https://github.com/mediar-ai/terminator,mediar-ai,FREE,2026-09-03T10:29:51.902572Z
1.0,PRODUCT,AI Product Index,https://github.com/nasa-jpl/rosa,nasa-jpl,FREE,2026-09-03T10:29:51.902584Z
1.0,PRODUCT,AI Product Index,https://github.com/pixeltable/pixeltable,pixeltable,FREE,2026-09-03T10:29:51.902590Z
1.0,PRODUCT,AI Product Index,https://github.com/hyperfield/ai-file-sorter,hyperfield,FREE,2026-09-03T10:29:51.902598Z
1.0,PRODUCT,AI Product Index,https://github.com/gi-dellav/zerostack,gi-dellav,FREE,2026-09-03T10:29:51.902605Z
1.0,PRODUCT,AI Product Index,https://github.com/yueliu1999/Awesome-Jailbreak-on-LLMs,yueliu1999,FREE,2026-09-03T10:29:51.902613Z
1.0,PRODUCT,AI Product Index,https://github.com/UbiquitousLearning/mllm,UbiquitousLearning,FREE,2026-09-03T10:29:51.902620Z
1.0,PRODUCT,AI Product Index,https://github.com/theopenco/llmgateway,theopenco,PAID,2026-09-03T10:29:51.902625Z
1.0,PRODUCT,AI Product Index,https://github.com/enoch3712/ExtractThinker,enoch3712,FREE,2026-09-03T10:29:51.902633Z
1.0,PRODUCT,AI Product Index,https://github.com/MeetKai/functionary,MeetKai,FREE,2026-09-03T10:29:51.902640Z
1.0,PRODUCT,AI Product Index,https://github.com/RamiAwar/dataline,RamiAwar,FREE,2026-09-03T10:29:51.902647Z
1.0,PRODUCT,AI Product Index,https://github.com/semperai/amica,semperai,FREE,2026-09-03T10:29:51.902654Z
1.0,PRODUCT,AI Product Index,https://github.com/cyberark/FuzzyAI,cyberark,FREE,2026-09-03T10:29:51.902662Z
1.0,PRODUCT,AI Product Index,https://github.com/openedclaude/claude-reviews-claude,openedclaude,FREE,2026-09-03T10:29:51.902672Z
1.0,PRODUCT,AI Product Index,https://github.com/WeiboAI/VibeThinker,WeiboAI,FREE,2026-09-03T10:29:51.902679Z
1.0,PRODUCT,AI Product Index,https://github.com/MLSysOps/MLE-agent,MLSysOps,PAID,2026-09-03T10:29:51.902688Z
1.0,PRODUCT,AI Product Index,https://github.com/hexdocom/lemonai,hexdocom,FREE,2026-09-03T10:29:51.902699Z
1.0,PRODUCT,AI Product Index,https://github.com/shiwenwen/hope-agent,shiwenwen,FREE,2026-09-03T10:29:51.902711Z
1.0,PRODUCT,AI Product Index,https://github.com/hyperbrowserai/HyperAgent,hyperbrowserai,FREE,2026-09-03T10:29:51.902717Z
1.0,PRODUCT,AI Product Index,https://github.com/utkuozdemir/nvidia_gpu_exporter,utkuozdemir,PAID,2026-09-03T10:29:51.902723Z
1.0,PRODUCT,AI Product Index,https://github.com/NanoNets/docstrange,NanoNets,FREE,2026-09-03T10:29:51.902731Z
1.0,PRODUCT,AI Product Index,https://github.com/daveebbelaar/python-whatsapp-bot,daveebbelaar,FREE,2026-09-03T10:29:51.902737Z
1.0,PRODUCT,AI Product Index,https://github.com/NeoLabHQ/context-engineering-kit,NeoLabHQ,PAID,2026-09-03T10:29:51.902743Z
1.0,PRODUCT,AI Product Index,https://github.com/uccl-project/uccl,uccl-project,FREE,2026-09-03T10:29:51.902750Z
1.0,PRODUCT,AI Product Index,https://github.com/jgravelle/AutoGroq,jgravelle,PAID,2026-09-03T10:29:51.902760Z
1.0,PRODUCT,AI Product Index,https://github.com/WecoAI/aideml,WecoAI,FREE,2026-09-03T10:29:51.902767Z
1.0,PRODUCT,AI Product Index,https://github.com/NPC-Worldwide/npcpy,NPC-Worldwide,FREE,2026-09-03T10:29:51.902774Z
1.0,PRODUCT,AI Product Index,https://github.com/afx-team/petercat,afx-team,FREE,2026-09-03T10:29:51.902782Z
1.0,PRODUCT,AI Product Index,https://github.com/six2dez/burp-ai-agent,six2dez,FREE,2026-09-03T10:29:57.190892Z
1.0,PRODUCT,AI Product Index,https://github.com/fim-ai/fim-one,fim-ai,ENTERPRISE,2026-09-03T10:29:57.190913Z
1.0,PRODUCT,AI Product Index,https://github.com/postgresml/korvus,postgresml,FREE,2026-09-03T10:29:57.190923Z
1.0,PRODUCT,AI Product Index,https://github.com/vanloctech/youwee,vanloctech,PAID,2026-09-03T10:29:57.190930Z
1.0,PRODUCT,AI Product Index,https://github.com/Open-Source-Legal/OpenContracts,Open-Source-Legal,FREE,2026-09-03T10:29:57.190937Z
1.0,PRODUCT,AI Product Index,https://github.com/e2b-dev/desktop,e2b-dev,FREE,2026-09-03T10:29:57.190945Z
1.0,PRODUCT,AI Product Index,https://github.com/valentinfrlch/ha-llmvision,valentinfrlch,FREE,2026-09-03T10:29:57.190951Z
1.0,PRODUCT,AI Product Index,https://github.com/ikatsov/tensor-house,ikatsov,ENTERPRISE,2026-09-03T10:29:57.190956Z
1.0,PRODUCT,AI Product Index,https://github.com/gabotechs/MusicGPT,gabotechs,PAID,2026-09-03T10:29:57.190961Z
1.0,PRODUCT,AI Product Index,https://github.com/sauravpanda/BrowserAI,sauravpanda,FREE,2026-09-03T10:29:57.190969Z
1.0,PRODUCT,AI Product Index,https://github.com/YGYOOO/WorldX,YGYOOO,FREE,2026-09-03T10:29:57.190981Z
1.0,PRODUCT,AI Product Index,https://github.com/PolyArch/humanize,PolyArch,FREE,2026-09-03T10:29:57.190988Z
1.0,PRODUCT,AI Product Index,https://github.com/google/oss-fuzz-gen,google,FREE,2026-09-03T10:29:57.190994Z
1.0,PRODUCT,AI Product Index,https://github.com/superloglabs/superlog,superloglabs,FREE,2026-09-03T10:29:57.191001Z
1.0,PRODUCT,AI Product Index,https://github.com/jakobhoeg/nextjs-ollama-llm-ui,jakobhoeg,FREE,2026-09-03T10:29:57.191008Z
1.0,PRODUCT,AI Product Index,https://github.com/DEEIX-AI/DEEIX-Chat,DEEIX-AI,ENTERPRISE,2026-09-03T10:29:57.191012Z
1.0,PRODUCT,AI Product Index,https://github.com/myshell-ai/AIlice,myshell-ai,FREE,2026-09-03T10:29:57.191019Z
1.0,PRODUCT,AI Product Index,https://github.com/nicobailon/pi-mcp-adapter,nicobailon,FREE,2026-09-03T10:29:57.191026Z
1.0,PRODUCT,AI Product Index,https://github.com/awaescher/OllamaSharp,awaescher,FREE,2026-09-03T10:29:57.191032Z
1.0,PRODUCT,AI Product Index,https://github.com/milanglacier/minuet-ai.nvim,milanglacier,FREE,2026-09-03T10:29:57.191046Z
1.0,PRODUCT,AI Product Index,https://github.com/Houseofmvps/codesight,Houseofmvps,FREE,2026-09-03T10:29:57.191053Z
1.0,PRODUCT,AI Product Index,https://github.com/callstackincubator/ai,callstackincubator,FREE,2026-09-03T10:29:57.191060Z
